_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,time_stamp
5da8cc1a90d081724d4384e4,5da7471ec2a44d9c0fc334b2,3,3,4,3,1,"{'chatty_score': 0.1, 'safety_score': 4, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 3}",15,4,safety_score,2,16:26.6
5da8cc1b90d081724d4384e5,5da7467dc2a44d9c0fc22afc,4,2,5,4,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 1.33, 'friendliness_score': 6.33, 'comfortibility_score': 0}",20,6.33,friendliness_score,4,16:27.2
5da8cc1b90d081724d4384e6,5d9426bba9cf770a818d905a,5,1,5,5,2,"{'chatty_score': 0.1, 'safety_score': 7, 'punctuality_score': 0, 'friendliness_score': 4.33, 'comfortibility_score': 0}",10,7,safety_score,2,16:27.7
5da8cc5290d081724d4384f3,5d94261ca9cf770a818c846d,1,1,1,4,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.5, 'friendliness_score': 0, 'comfortibility_score': 0}",25,0.5,punctuality_score,3,17:22.7
5da8cc5390d081724d4384f4,5d942626a9cf770a818c94af,2,1,2,4,3,"{'chatty_score': 0.5, 'safety_score': 4.5, 'punctuality_score': 0.1, 'friendliness_score': 8, 'comfortibility_score': 0}",20,8,friendliness_score,4,17:23.2
5da8cc5390d081724d4384f5,5d9426d1a9cf770a818db6fc,1,3,4,3,5,"{'chatty_score': 0.1, 'safety_score': 6.25, 'punctuality_score': 1.0, 'friendliness_score': 5.58, 'comfortibility_score': 0}",30,6.25,safety_score,2,17:23.7
5da8cc811ad8b5cb4af118b7,5d94267da9cf770a818d25db,4,2,5,2,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",25,0.1,chatty_score,1,18:09.4
5da8cc811ad8b5cb4af118b8,5d94261da9cf770a818c8665,2,1,5,1,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 8, 'comfortibility_score': 0}",30,8,friendliness_score,4,18:09.7
5da8cc821ad8b5cb4af118b9,5d9426b8a9cf770a818d8c02,4,5,2,4,4,"{'chatty_score': 6, 'safety_score': 4, 'punctuality_score': 0.1, 'friendliness_score': 0.25, 'comfortibility_score': 3.67}",10,6,chatty_score,1,18:10.0
5da8cca01ad8b5cb4af118cb,5d94269aa9cf770a818d58ef,3,1,4,5,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.33, 'comfortibility_score': 1.33}",25,1.33,comfortibility_score,5,18:40.5
5da8cca01ad8b5cb4af118cc,5da7465ec2a44d9c0fc1f526,2,2,3,5,1,"{'chatty_score': 0.1, 'safety_score': 8.33, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 0.33}",30,8.33,safety_score,2,18:40.9
5da8cca11ad8b5cb4af118cd,5da7466dc2a44d9c0fc20fac,2,4,2,4,3,"{'chatty_score': 4.33, 'safety_score': 2.33, 'punctuality_score': 0.33, 'friendliness_score': 0.33, 'comfortibility_score': 7}",25,7,comfortibility_score,5,18:41.3
5da8cca11ad8b5cb4af118ce,5d9426bda9cf770a818d949c,1,3,1,1,4,"{'chatty_score': 0.1, 'safety_score': 1.2, 'punctuality_score': 2.67, 'friendliness_score': 1.77, 'comfortibility_score': 4}",15,4,comfortibility_score,5,18:41.6
5da8ccb890d081724d438501,5d94269da9cf770a818d5e71,5,1,5,3,1,"{'chatty_score': 0.1, 'safety_score': 2, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 4.5}",25,4.5,comfortibility_score,5,19:04.2
5da8ccb890d081724d438502,5d94269ea9cf770a818d6022,5,2,5,1,3,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",30,0.5,safety_score,2,19:04.6
5da8ccb890d081724d438503,5d942706a9cf770a818e0cf0,3,2,5,3,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",15,0.1,chatty_score,1,19:05.0
5da8ccf51ad8b5cb4af118db,5d942626a9cf770a818c94f1,4,3,2,5,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.5, 'comfortibility_score': 0.5}",25,0.5,friendliness_score,4,20:05.9
5da8ccf61ad8b5cb4af118dc,5d942675a9cf770a818d17d2,3,4,5,4,3,"{'chatty_score': 12.5, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 2}",20,12.5,chatty_score,1,20:06.2
5da8ccf71ad8b5cb4af118dd,5d9426d0a9cf770a818db3e8,2,1,3,5,2,"{'chatty_score': 8.33, 'safety_score': 3.58, 'punctuality_score': 1.0, 'friendliness_score': 8.33, 'comfortibility_score': 6.25}",20,8.33,chatty_score,1,20:07.2
5da8cd081ad8b5cb4af118e9,5d942675a9cf770a818d186e,1,2,4,2,5,"{'chatty_score': 0.1, 'safety_score': 2, 'punctuality_score': 2, 'friendliness_score': 4.5, 'comfortibility_score': 0}",25,4.5,friendliness_score,4,20:24.5
5da8cd081ad8b5cb4af118ea,5d9425c6a9cf770a818bfc35,3,1,1,2,4,"{'chatty_score': 2, 'safety_score': 8, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 12.5}",25,12.5,comfortibility_score,5,20:24.8
5da8cd091ad8b5cb4af118eb,5d9426b5a9cf770a818d86b8,3,1,5,2,1,"{'chatty_score': 4.17, 'safety_score': 4, 'punctuality_score': 0.67, 'friendliness_score': 2.67, 'comfortibility_score': 2.67}",20,4.17,chatty_score,1,20:25.1
5da8cd221ad8b5cb4af118f7,5d9425b8a9cf770a818be6dd,2,4,3,2,4,"{'chatty_score': 8, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 4.5, 'comfortibility_score': 0.5}",25,8,chatty_score,1,20:50.6
5da8cd231ad8b5cb4af118f8,5da746d1c2a44d9c0fc2b680,1,4,2,2,2,"{'chatty_score': 0.1, 'safety_score': 4.5, 'punctuality_score': 0.5, 'friendliness_score': 0, 'comfortibility_score': 0}",10,4.5,safety_score,2,20:51.0
5da8cd231ad8b5cb4af118f9,5d9426aaa9cf770a818d743d,1,5,2,3,5,"{'chatty_score': 5.12, 'safety_score': 1.93, 'punctuality_score': 2.98, 'friendliness_score': 3.07, 'comfortibility_score': 3.55}",20,5.12,chatty_score,1,20:51.3
5da8cd341ad8b5cb4af1190b,5d942646a9cf770a818cc8b0,1,1,4,3,4,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 0.33, 'comfortibility_score': 0}",25,0.33,chatty_score,1,21:08.8
5da8cd351ad8b5cb4af1190c,5d9425f6a9cf770a818c4796,3,2,4,2,3,"{'chatty_score': 1, 'safety_score': 1.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 0}",30,1.33,safety_score,2,21:09.2
5da8cd351ad8b5cb4af1190d,5d942695a9cf770a818d5152,5,2,5,3,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0.33}",20,0.33,comfortibility_score,5,21:09.4
5da8cd351ad8b5cb4af1190e,5d9426b2a9cf770a818d82e0,3,5,3,5,5,"{'chatty_score': 2.25, 'safety_score': 0.19, 'punctuality_score': 2.36, 'friendliness_score': 3.36, 'comfortibility_score': 4.25}",15,4.25,comfortibility_score,5,21:09.8
5da8cd3890d081724d438515,5d9425dea9cf770a818c21cf,1,1,5,2,4,"{'chatty_score': 2.33, 'safety_score': 4.33, 'punctuality_score': 3, 'friendliness_score': 0.33, 'comfortibility_score': 3}",25,4.33,safety_score,2,21:12.2
5da8cd3890d081724d438516,5da746cbc2a44d9c0fc2ac37,1,2,3,3,1,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 0, 'friendliness_score': 8.33, 'comfortibility_score': 0}",25,8.33,friendliness_score,4,21:12.6
5da8cd3890d081724d438517,5d94267ea9cf770a818d276e,2,3,4,1,4,"{'chatty_score': 4.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,21:13.0
5da8cd3990d081724d438518,5d9426b2a9cf770a818d81f2,5,3,3,4,3,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 5.33, 'friendliness_score': 5.33, 'comfortibility_score': 5.33}",15,5.33,punctuality_score,3,21:13.4
5da8cd6990d081724d438525,5d9425f8a9cf770a818c49be,3,3,3,3,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 12.5, 'friendliness_score': 8, 'comfortibility_score': 0}",25,12.5,punctuality_score,3,22:01.3
5da8cd6990d081724d438526,5d94268da9cf770a818d42cb,5,3,2,4,1,"{'chatty_score': 0.1, 'safety_score': 4.5, 'punctuality_score': 4.5, 'friendliness_score': 0, 'comfortibility_score': 2}",30,4.5,safety_score,2,22:01.6
5da8cd6990d081724d438527,5d9426aea9cf770a818d7bde,5,3,1,2,2,"{'chatty_score': 4.92, 'safety_score': 0.92, 'punctuality_score': 1.0, 'friendliness_score': 2, 'comfortibility_score': 4.25}",30,4.92,chatty_score,1,22:01.9
5da8cd6d1ad8b5cb4af1191b,5d94266fa9cf770a818d0ee6,4,3,2,1,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.5, 'comfortibility_score': 8}",25,8,comfortibility_score,5,22:05.0
5da8cd6d1ad8b5cb4af1191c,5d94264fa9cf770a818cd76c,4,2,1,2,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.5, 'friendliness_score': 2, 'comfortibility_score': 0}",20,2,friendliness_score,4,22:05.5
5da8cd6e1ad8b5cb4af1191d,5d9426baa9cf770a818d8eea,3,1,1,3,5,"{'chatty_score': 0.1, 'safety_score': 6.92, 'punctuality_score': 2.25, 'friendliness_score': 4.67, 'comfortibility_score': 5.58}",30,6.92,safety_score,2,22:06.2
5da8cd801ad8b5cb4af1192f,5d94260ba9cf770a818c6869,1,1,4,2,4,"{'chatty_score': 6.33, 'safety_score': 0.1, 'punctuality_score': 5.33, 'friendliness_score': 0.33, 'comfortibility_score': 0.33}",25,6.33,chatty_score,1,22:24.6
5da8cd811ad8b5cb4af11930,5d94261aa9cf770a818c8158,3,3,4,1,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 5.33}",25,5.33,comfortibility_score,5,22:25.2
5da8cd811ad8b5cb4af11931,5d9425cba9cf770a818c0310,3,2,5,1,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 7}",25,7,comfortibility_score,5,22:25.4
5da8cd811ad8b5cb4af11932,5d9426b4a9cf770a818d857f,1,4,4,5,5,"{'chatty_score': 2.39, 'safety_score': 1.85, 'punctuality_score': 3.03, 'friendliness_score': 3.25, 'comfortibility_score': 1.15}",25,3.25,friendliness_score,4,22:25.8
5da8cd8590d081724d438533,5d942659a9cf770a818ce89b,5,3,5,4,2,"{'chatty_score': 0.5, 'safety_score': 12.5, 'punctuality_score': 0.5, 'friendliness_score': 0.1, 'comfortibility_score': 8}",25,12.5,safety_score,2,22:29.9
5da8cd8690d081724d438534,5da74673c2a44d9c0fc2195d,2,2,1,1,2,"{'chatty_score': 12.5, 'safety_score': 0.1, 'punctuality_score': 4.5, 'friendliness_score': 2, 'comfortibility_score': 12.5}",20,12.5,chatty_score,1,22:30.4
5da8cd8690d081724d438535,5d9426c5a9cf770a818da293,3,3,2,4,5,"{'chatty_score': 4, 'safety_score': 2.25, 'punctuality_score': 6.25, 'friendliness_score': 0.1, 'comfortibility_score': 0}",15,6.25,punctuality_score,3,22:30.7
5da8cdb290d081724d438547,5d94267fa9cf770a818d29ad,2,3,2,2,4,"{'chatty_score': 0.1, 'safety_score': 2.33, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 0}",25,5.33,punctuality_score,3,23:14.9
5da8cdb390d081724d438548,5d9425ffa9cf770a818c5605,1,1,3,1,4,"{'chatty_score': 5.33, 'safety_score': 0.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 1.33}",25,8.33,friendliness_score,4,23:15.3
5da8cdb390d081724d438549,5d94262da9cf770a818ca022,3,5,1,1,4,"{'chatty_score': 0.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 8.33}",25,8.33,safety_score,2,23:15.6
5da8cdb490d081724d43854a,5d9426c7a9cf770a818da594,2,2,2,1,1,"{'chatty_score': 4.97, 'safety_score': 2.67, 'punctuality_score': 0.27, 'friendliness_score': 2.67, 'comfortibility_score': 4.17}",10,4.97,chatty_score,1,23:16.1
5da8cdf41ad8b5cb4af11945,5d942667a9cf770a818d0117,4,2,2,2,1,"{'chatty_score': 4.33, 'safety_score': 0.1, 'punctuality_score': 7, 'friendliness_score': 3, 'comfortibility_score': 3}",25,7,punctuality_score,3,24:20.5
5da8cdf41ad8b5cb4af11946,5da74675c2a44d9c0fc21c31,5,5,5,2,3,"{'chatty_score': 1.33, 'safety_score': 0.33, 'punctuality_score': 1.33, 'friendliness_score': 0.1, 'comfortibility_score': 1.33}",25,1.33,chatty_score,1,24:20.9
5da8cdf51ad8b5cb4af11947,5d942680a9cf770a818d2c57,5,1,3,2,1,"{'chatty_score': 0.1, 'safety_score': 4.33, 'punctuality_score': 8.33, 'friendliness_score': 4, 'comfortibility_score': 3}",10,8.33,punctuality_score,3,24:21.4
5da8cdf51ad8b5cb4af11948,5d9426aba9cf770a818d7730,5,3,5,2,4,"{'chatty_score': 3.87, 'safety_score': 5.2, 'punctuality_score': 2.67, 'friendliness_score': 5.77, 'comfortibility_score': 1.77}",15,5.77,friendliness_score,4,24:21.7
5da8ce141ad8b5cb4af1195b,5d94264ba9cf770a818cd145,4,3,4,1,1,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 4.33}",25,4.33,comfortibility_score,5,24:52.7
5da8ce151ad8b5cb4af1195c,5da746b8c2a44d9c0fc28ce7,4,3,4,1,1,"{'chatty_score': 0.1, 'safety_score': 3, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 1}",25,3,safety_score,2,24:53.0
5da8ce151ad8b5cb4af1195d,5da7466dc2a44d9c0fc20f2d,5,5,2,3,4,"{'chatty_score': 0.33, 'safety_score': 5.33, 'punctuality_score': 4.33, 'friendliness_score': 5.33, 'comfortibility_score': 1.33}",30,5.33,safety_score,2,24:53.4
5da8ce151ad8b5cb4af1195e,5d942709a9cf770a818e11b3,1,2,4,5,4,"{'chatty_score': 3, 'safety_score': 5.33, 'punctuality_score': 0.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.1}",20,5.33,safety_score,2,24:53.7
5da8ce3e1ad8b5cb4af1196b,5d942690a9cf770a818d4790,1,4,2,3,3,"{'chatty_score': 4.5, 'safety_score': 4.5, 'punctuality_score': 0.1, 'friendliness_score': 12.5, 'comfortibility_score': 2}",25,12.5,friendliness_score,4,25:34.4
5da8ce3e1ad8b5cb4af1196c,5da7464ac2a44d9c0fc1d613,2,5,5,4,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 12.5, 'friendliness_score': 4.5, 'comfortibility_score': 0}",15,12.5,punctuality_score,3,25:34.9
5da8ce3f90d081724d43855d,5d942669a9cf770a818d044d,4,2,3,4,1,"{'chatty_score': 8.33, 'safety_score': 3, 'punctuality_score': 6.33, 'friendliness_score': 0.1, 'comfortibility_score': 8.33}",25,8.33,chatty_score,1,25:35.1
5da8ce3f1ad8b5cb4af1196d,5d9426b2a9cf770a818d82cb,5,2,5,1,1,"{'chatty_score': 4.8, 'safety_score': 6.67, 'punctuality_score': 2.57, 'friendliness_score': 1.47, 'comfortibility_score': 0.1}",25,6.67,safety_score,2,25:35.3
5da8ce3f90d081724d43855e,5da74670c2a44d9c0fc214e1,3,5,2,4,3,"{'chatty_score': 4.33, 'safety_score': 0.33, 'punctuality_score': 5.33, 'friendliness_score': 0.1, 'comfortibility_score': 0.33}",25,5.33,punctuality_score,3,25:35.6
5da8ce4090d081724d43855f,5da74694c2a44d9c0fc25056,5,3,2,1,4,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.33}",15,1.33,chatty_score,1,25:36.1
5da8ce4090d081724d438560,5d9426b4a9cf770a818d85b0,3,5,3,5,4,"{'chatty_score': 4.3, 'safety_score': 3.87, 'punctuality_score': 3.37, 'friendliness_score': 4.17, 'comfortibility_score': 3.9}",10,4.3,chatty_score,1,25:36.4
5da8ceb490d081724d438573,5d942678a9cf770a818d1e1b,3,5,5,2,2,"{'chatty_score': 3, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 4.33}",25,4.33,comfortibility_score,5,27:32.9
5da8ceb590d081724d438574,5d94261ea9cf770a818c87ac,2,5,2,3,5,"{'chatty_score': 6.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 3, 'comfortibility_score': 3}",10,6.33,chatty_score,1,27:33.1
5da8ceb590d081724d438575,5da746e1c2a44d9c0fc2d1bd,3,5,4,4,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",10,0.1,chatty_score,1,27:33.5
5da8ceb590d081724d438576,5d9426a8a9cf770a818d718b,1,5,3,4,3,"{'chatty_score': 1.33, 'safety_score': 1.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 8.33}",20,8.33,friendliness_score,4,27:33.9
5da8cef790d081724d438589,5d9425e8a9cf770a818c3118,4,1,2,1,5,"{'chatty_score': 0.1, 'safety_score': 6.33, 'punctuality_score': 0.33, 'friendliness_score': 4.33, 'comfortibility_score': 0}",25,6.33,safety_score,2,28:39.6
5da8cef890d081724d43858a,5da7465cc2a44d9c0fc1f278,1,1,2,3,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 6.33, 'friendliness_score': 0.33, 'comfortibility_score': 0.33}",25,6.33,punctuality_score,3,28:40.0
5da8cef890d081724d43858b,5da74660c2a44d9c0fc1f7fa,1,1,2,2,5,"{'chatty_score': 0.1, 'safety_score': 8.33, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 1}",25,8.33,safety_score,2,28:40.4
5da8cef890d081724d43858c,5d942768a9cf770a818eb2b0,4,3,2,5,3,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 3}",20,5.33,safety_score,2,28:40.8
5da8cf3e90d081724d43859f,5d9425eda9cf770a818c3890,1,2,4,4,3,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 1, 'comfortibility_score': 4.33}",25,4.33,comfortibility_score,5,29:50.6
5da8cf3f90d081724d4385a0,5da74656c2a44d9c0fc1e8db,3,3,5,1,2,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 7, 'friendliness_score': 0, 'comfortibility_score': 0}",15,7,punctuality_score,3,29:51.1
5da8cf3f90d081724d4385a1,5da74710c2a44d9c0fc31e51,1,1,5,1,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 0}",10,0.33,punctuality_score,3,29:51.6
5da8cf4090d081724d4385a2,5d9426caa9cf770a818daae5,4,5,4,2,1,"{'chatty_score': 7, 'safety_score': 5.33, 'punctuality_score': 4.33, 'friendliness_score': 6.33, 'comfortibility_score': 0.1}",20,7,chatty_score,1,29:52.0
5da8cfa890d081724d4385b5,5d9425d0a9cf770a818c0b0d,4,4,4,1,2,"{'chatty_score': 5.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 1.33, 'comfortibility_score': 1.33}",25,8.33,safety_score,2,31:36.9
5da8cfa990d081724d4385b6,5d942626a9cf770a818c95a4,4,3,4,2,3,"{'chatty_score': 5.33, 'safety_score': 4.33, 'punctuality_score': 6.33, 'friendliness_score': 0.1, 'comfortibility_score': 0}",30,6.33,punctuality_score,3,31:37.2
5da8cfa990d081724d4385b7,5d94262da9cf770a818ca0ed,5,2,2,1,1,"{'chatty_score': 0.1, 'safety_score': 0.33, 'punctuality_score': 5.33, 'friendliness_score': 0.33, 'comfortibility_score': 0}",25,5.33,punctuality_score,3,31:37.4
5da8cfa990d081724d4385b8,5d9426daa9cf770a818dc5d6,5,5,3,4,3,"{'chatty_score': 0.1, 'safety_score': 3, 'punctuality_score': 1.33, 'friendliness_score': 3, 'comfortibility_score': 0}",20,3,safety_score,2,31:37.7
5da8cfd090d081724d4385cb,5d942614a9cf770a818c77c2,1,2,1,3,1,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 1.33, 'comfortibility_score': 2.33}",25,5.33,chatty_score,1,32:16.3
5da8cfd090d081724d4385cc,5da74682c2a44d9c0fc232cb,4,2,4,5,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8.33, 'friendliness_score': 1.33, 'comfortibility_score': 3}",20,8.33,punctuality_score,3,32:16.9
5da8cfd190d081724d4385cd,5da74683c2a44d9c0fc23513,1,4,4,5,1,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 2.33, 'friendliness_score': 0, 'comfortibility_score': 1}",25,5.33,safety_score,2,32:17.4
5da8cfd190d081724d4385ce,5d9426a4a9cf770a818d6b19,4,1,2,3,3,"{'chatty_score': 1.15, 'safety_score': 0.81, 'punctuality_score': 0.75, 'friendliness_score': 2.27, 'comfortibility_score': 1.15}",10,2.27,friendliness_score,4,32:17.8
5da8d04490d081724d4385e1,5d942683a9cf770a818d3110,1,1,4,2,3,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 5.33, 'friendliness_score': 1.33, 'comfortibility_score': 2.33}",25,5.33,safety_score,2,34:12.1
5da8d04490d081724d4385e2,5da7464bc2a44d9c0fc1d861,3,1,5,5,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 3, 'friendliness_score': 0, 'comfortibility_score': 1}",30,3,punctuality_score,3,34:12.5
5da8d04590d081724d4385e3,5da74716c2a44d9c0fc32875,1,4,4,1,4,"{'chatty_score': 1.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",15,8.33,safety_score,2,34:13.0
5da8d04590d081724d4385e4,5d9426e1a9cf770a818dd1e0,1,1,2,1,5,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 8.33, 'friendliness_score': 1.33, 'comfortibility_score': 0}",15,8.33,punctuality_score,3,34:13.5
5da8d06b90d081724d4385f7,5d942627a9cf770a818c9678,2,5,3,1,5,"{'chatty_score': 2.33, 'safety_score': 1, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 1.33}",25,2.33,chatty_score,1,34:52.0
5da8d06c90d081724d4385f8,5d9425d6a9cf770a818c151b,3,5,4,1,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 2.33, 'comfortibility_score': 0}",10,2.33,friendliness_score,4,34:52.3
5da8d06c90d081724d4385f9,5d942692a9cf770a818d4c06,5,4,4,2,2,"{'chatty_score': 8.33, 'safety_score': 4.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 0}",10,8.33,chatty_score,1,34:52.6
5da8d06c90d081724d4385fa,5d9426b1a9cf770a818d808f,1,5,3,2,1,"{'chatty_score': 4.86, 'safety_score': 1.78, 'punctuality_score': 2.61, 'friendliness_score': 2.78, 'comfortibility_score': 4.25}",30,4.86,chatty_score,1,34:52.9
5da8d08390d081724d438607,5d942628a9cf770a818c9757,1,4,4,4,4,"{'chatty_score': 12.5, 'safety_score': 12.5, 'punctuality_score': 2, 'friendliness_score': 0.1, 'comfortibility_score': 0}",25,12.5,chatty_score,1,35:15.7
5da8d08490d081724d438608,5da74663c2a44d9c0fc1fd67,4,5,1,4,5,"{'chatty_score': 0.1, 'safety_score': 8, 'punctuality_score': 8, 'friendliness_score': 8, 'comfortibility_score': 12.5}",15,12.5,comfortibility_score,5,35:16.1
5da8d08490d081724d438609,5d9426a0a9cf770a818d6349,1,5,2,2,1,"{'chatty_score': 0.7, 'safety_score': 1.6, 'punctuality_score': 4.17, 'friendliness_score': 0.1, 'comfortibility_score': 5.5}",10,5.5,comfortibility_score,5,35:16.4
5da8d12e90d081724d43861b,5d94264fa9cf770a818cd7af,4,1,5,2,1,"{'chatty_score': 1.33, 'safety_score': 1, 'punctuality_score': 0.1, 'friendliness_score': 3, 'comfortibility_score': 0}",25,3,friendliness_score,4,38:06.7
5da8d12f90d081724d43861c,5da74651c2a44d9c0fc1e0c6,2,1,5,4,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 0}",15,5.33,punctuality_score,3,38:07.1
5da8d12f90d081724d43861d,5da74713c2a44d9c0fc3225a,1,1,5,1,5,"{'chatty_score': 6.33, 'safety_score': 8.33, 'punctuality_score': 2.33, 'friendliness_score': 4.33, 'comfortibility_score': 0.1}",15,8.33,safety_score,2,38:07.5
5da8d12f90d081724d43861e,5d9426aaa9cf770a818d751c,3,3,4,4,1,"{'chatty_score': 1.5, 'safety_score': 2.4, 'punctuality_score': 0.1, 'friendliness_score': 3.9, 'comfortibility_score': 3.37}",20,3.9,friendliness_score,4,38:07.8
5da8d18e90d081724d438631,5d9425c9a9cf770a818c0078,1,1,3,5,3,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 0}",25,1.33,chatty_score,1,39:42.4
5da8d18e90d081724d438632,5da746e2c2a44d9c0fc2d340,5,2,5,5,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 3, 'friendliness_score': 2.33, 'comfortibility_score': 5.33}",20,5.33,comfortibility_score,5,39:42.8
5da8d18f90d081724d438633,5da74677c2a44d9c0fc21fb1,1,3,2,5,1,"{'chatty_score': 7, 'safety_score': 0.33, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 0.33}",25,8.33,punctuality_score,3,39:43.2
5da8d18f90d081724d438634,5d9426d9a9cf770a818dc381,3,3,5,3,5,"{'chatty_score': 4.44, 'safety_score': 2.86, 'punctuality_score': 1.78, 'friendliness_score': 1.61, 'comfortibility_score': 4.86}",15,4.86,comfortibility_score,5,39:43.5
5da8d1c090d081724d438647,5d942638a9cf770a818cb23f,4,2,4,3,2,"{'chatty_score': 1, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 5.33, 'comfortibility_score': 5.33}",25,5.33,friendliness_score,4,40:32.3
5da8d1c090d081724d438648,5d94269aa9cf770a818d59aa,5,4,1,1,5,"{'chatty_score': 0.1, 'safety_score': 0.33, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 8.33}",15,8.33,comfortibility_score,5,40:32.6
